game_format,n_players,players_stacks,__players_cards,__board_cards,me_position,me_name,me_categ,me_cards,me_hand,players_action,me_action,me_playing,_players_game_style,_players_bet_strategy
cash_game,3,"{0: 400, 1: 150, 2: 150}","{0: ('6tr', '3pi'), 1: ('5pi', '9ca'), 2: ('5co', '4ca')}","('9tr', 'jpi', 'jtr', 'qco', 'aco')",1,BB,middle,"('5pi', '9ca')",95o,"{0: 'raise - PO-5', 2: 'call - '}",,,"{0: 'normal', 2: 'limper'}","{0: 'agressive', 2: 'passive'}"
cash_game,2,"{0: 200, 1: 100}","{0: ('3pi', 'kco'), 1: ('qco', '4ca')}","('7co', '8co', 'aco', '5ca', '2pi')",1,BB,-,"('qco', '4ca')",q4o,{0: 'raise - BB-5'},,,{0: 'normal'},{0: 'normal'}
cash_game,2,"{0: 400, 1: 100}","{0: ('7pi', 'jpi'), 1: ('2tr', '4co')}","('9pi', 'kca', '9ca', 'kpi', '4ca')",1,BB,-,"('2tr', '4co')",42o,{0: 'raise - BB-4'},,,{0: 'loose'},{0: 'agressive'}
cash_game,4,"{0: 20, 1: 75, 2: 75, 3: 200}","{0: ('kpi', 'jca'), 1: ('3pi', '5pi'), 2: ('aca', '2co'), 3: ('qco', '7ca')}","('4pi', '5ca', 'jco', '9co', '8co')",0,SB,blind,"('kpi', 'jca')",kjo,"{2: 'fold - ', 3: 'call - '}",,,"{1: 'thight', 2: 'loose', 3: 'loose'}","{1: 'passive', 2: 'agressive', 3: 'normal'}"
cash_game,3,"{0: 20, 1: 150, 2: 100}","{0: ('8tr', '3pi'), 1: ('4pi', 'api'), 2: ('jtr', '8co')}","('6ca', '5co', '4co', 'kca', 'aca')",2,button,late,"('jtr', '8co')",j8o,{},,,"{0: 'loose', 1: 'thight'}","{0: 'agressive', 1: 'passive'}"
cash_game,4,"{0: 150, 1: 150, 2: 50, 3: 100}","{0: ('kco', 'jco'), 1: ('2co', '9tr'), 2: ('2pi', '9pi'), 3: ('4co', '3ca')}","('7ca', 'kpi', 'kca', 'jtr', '5ca')",1,BB,early,"('2co', '9tr')",92o,"{0: 'fold - ', 2: 'fold - ', 3: 'call - '}",,,"{0: 'thight', 2: 'normal', 3: 'thight'}","{0: 'agressive', 2: 'passive', 3: 'normal'}"
cash_game,3,"{0: 50, 1: 200, 2: 150}","{0: ('5pi', '2tr'), 1: ('jpi', '8pi'), 2: ('3co', 'tco')}","('kco', 'tpi', 'qco', '7tr', 'qpi')",2,button,late,"('3co', 'tco')",t3s,{},,,"{0: 'thight', 1: 'normal'}","{0: 'passive', 1: 'normal'}"
cash_game,4,"{0: 100, 1: 75, 2: 150, 3: 50}","{0: ('tco', 'ttr'), 1: ('2ca', 'jpi'), 2: ('qpi', '9co'), 3: ('6pi', 'aca')}","('7ca', 'atr', 'ktr', '3co', '8pi')",1,BB,early,"('2ca', 'jpi')",j2o,"{0: 'raise - BB-5', 2: 'fold - ', 3: 'call - '}",,,"{0: 'thight', 2: 'normal', 3: 'limper'}","{0: 'normal', 2: 'normal', 3: 'passive'}"
cash_game,4,"{0: 400, 1: 75, 2: 200, 3: 75}","{0: ('5pi', 'tpi'), 1: ('atr', '4co'), 2: ('8ca', 'qca'), 3: ('qco', '6tr')}","('9pi', '5ca', '8tr', '3ca', 'aca')",2,mp,middle,"('8ca', 'qca')",q8s,{},,,"{0: 'loose', 1: 'thight', 3: 'loose'}","{0: 'passive', 1: 'passive', 3: 'normal'}"
cash_game,4,"{0: 200, 1: 400, 2: 100, 3: 200}","{0: ('4co', '8co'), 1: ('tca', '2tr'), 2: ('8tr', '5ca'), 3: ('4pi', '5pi')}","('8ca', '7pi', 'tco', '7co', '9pi')",2,mp,middle,"('8tr', '5ca')",85o,{},,,"{0: 'loose', 1: 'normal', 3: 'normal'}","{0: 'normal', 1: 'normal', 3: 'normal'}"
cash_game,2,"{0: 150, 1: 75}","{0: ('7tr', '8tr'), 1: ('9tr', '9ca')}","('qpi', '5ca', '2co', '6co', 'atr')",0,SB,-,"('7tr', '8tr')",87s,{},,,{1: 'loose'},{1: 'normal'}
cash_game,2,"{0: 75, 1: 200}","{0: ('2co', 'kpi'), 1: ('7ca', '8co')}","('6ca', 'tco', '9pi', '2pi', 'jco')",0,SB,-,"('2co', 'kpi')",k2o,{},,,{1: 'thight'},{1: 'normal'}
cash_game,3,"{0: 75, 1: 50, 2: 75}","{0: ('6pi', '7tr'), 1: ('4tr', '9tr'), 2: ('jca', 'tpi')}","('api', '6tr', 'ktr', '4pi', 'jco')",1,BB,middle,"('4tr', '9tr')",94s,"{0: 'call - ', 2: 'fold - '}",,,"{0: 'thight', 2: 'thight'}","{0: 'agressive', 2: 'agressive'}"
cash_game,4,"{0: 150, 1: 100, 2: 200, 3: 150}","{0: ('5ca', '7pi'), 1: ('qco', 'api'), 2: ('4tr', '8co'), 3: ('6co', '7tr')}","('4pi', '3ca', 'aco', 'ttr', '3tr')",0,SB,blind,"('5ca', '7pi')",75o,"{2: 'raise - BB-10', 3: 'raise - PO-1'}",,,"{1: 'limper', 2: 'thight', 3: 'limper'}","{1: 'normal', 2: 'normal', 3: 'agressive'}"
cash_game,2,"{0: 50, 1: 150}","{0: ('2ca', '7pi'), 1: ('tco', '5tr')}","('7tr', 'kca', '7co', 'jco', '3co')",1,BB,-,"('tco', '5tr')",t5o,{0: 'call - '},,,{0: 'loose'},{0: 'agressive'}
cash_game,2,"{0: 150, 1: 50}","{0: ('7ca', '2co'), 1: ('5ca', '7pi')}","('2pi', 'jco', 'tpi', 'kca', 'jca')",0,SB,-,"('7ca', '2co')",72o,{},,,{1: 'normal'},{1: 'passive'}
cash_game,2,"{0: 75, 1: 20}","{0: ('4co', 'aca'), 1: ('3pi', '9pi')}","('2co', '6ca', 'aco', 'kco', '8co')",1,BB,-,"('3pi', '9pi')",93s,{0: 'call - '},,,{0: 'thight'},{0: 'agressive'}
cash_game,3,"{0: 20, 1: 75, 2: 100}","{0: ('3tr', 'ktr'), 1: ('qca', '6co'), 2: ('9ca', 'kpi')}","('qtr', 'jco', 'kca', '7ca', 'jpi')",2,button,late,"('9ca', 'kpi')",k9o,{},,,"{0: 'limper', 1: 'thight'}","{0: 'agressive', 1: 'passive'}"
cash_game,4,"{0: 400, 1: 400, 2: 50, 3: 150}","{0: ('7ca', '6tr'), 1: ('2pi', '3pi'), 2: ('aco', '9pi'), 3: ('3tr', 'tco')}","('6pi', '9tr', '5tr', '5ca', 'api')",1,BB,early,"('2pi', '3pi')",32s,"{0: 'fold - ', 2: 'raise - BB-2', 3: 'call - '}",,,"{0: 'thight', 2: 'thight', 3: 'normal'}","{0: 'normal', 2: 'agressive', 3: 'passive'}"
cash_game,3,"{0: 75, 1: 150, 2: 100}","{0: ('2tr', 'jca'), 1: ('3tr', '6pi'), 2: ('api', '8ca')}","('3co', 'qca', '4pi', '3pi', 'jco')",0,SB,early,"('2tr', 'jca')",j2o,{2: 'raise - BB-2'},,,"{1: 'normal', 2: 'limper'}","{1: 'agressive', 2: 'passive'}"
cash_game,3,"{0: 100, 1: 75, 2: 75}","{0: ('2co', '5ca'), 1: ('kca', '4pi'), 2: ('qpi', 'aca')}","('ktr', '3pi', '2ca', '8co', 'qtr')",0,SB,early,"('2co', '5ca')",52o,{2: 'raise - PO-1'},,,"{1: 'thight', 2: 'normal'}","{1: 'normal', 2: 'normal'}"
cash_game,4,"{0: 400, 1: 75, 2: 150, 3: 150}","{0: ('6co', 'aco'), 1: ('qtr', '5pi'), 2: ('jco', 'tca'), 3: ('4co', 'ttr')}","('7pi', '6pi', '7ca', 'jca', '9co')",0,SB,blind,"('6co', 'aco')",a6s,"{2: 'raise - all_in', 3: 'fold - '}",,,"{1: 'thight', 2: 'normal', 3: 'loose'}","{1: 'agressive', 2: 'normal', 3: 'passive'}"
cash_game,4,"{0: 150, 1: 400, 2: 100, 3: 75}","{0: ('tca', '8tr'), 1: ('qco', '2tr'), 2: ('qpi', '4pi'), 3: ('kca', '9pi')}","('3co', '8co', '9co', '2co', '9tr')",2,mp,middle,"('qpi', '4pi')",q4s,{},,,"{0: 'limper', 1: 'thight', 3: 'normal'}","{0: 'normal', 1: 'agressive', 3: 'normal'}"
cash_game,4,"{0: 400, 1: 400, 2: 100, 3: 50}","{0: ('7pi', '9tr'), 1: ('jtr', '9pi'), 2: ('4tr', 'kpi'), 3: ('5co', '7co')}","('aco', 'qco', 'tco', '2pi', 'kca')",2,mp,middle,"('4tr', 'kpi')",k4o,{},,,"{0: 'thight', 1: 'loose', 3: 'thight'}","{0: 'normal', 1: 'agressive', 3: 'passive'}"
cash_game,4,"{0: 100, 1: 150, 2: 200, 3: 75}","{0: ('ttr', '4co'), 1: ('3tr', '4ca'), 2: ('6tr', 'jca'), 3: ('3ca', '7co')}","('aca', 'jtr', 'tco', '4pi', '5ca')",1,BB,early,"('3tr', '4ca')",43o,"{0: 'fold - ', 2: 'fold - ', 3: 'raise - PO-0.5'}",,,"{0: 'limper', 2: 'thight', 3: 'limper'}","{0: 'passive', 2: 'agressive', 3: 'normal'}"
cash_game,2,"{0: 100, 1: 50}","{0: ('qpi', 'tco'), 1: ('7ca', '9co')}","('atr', '4pi', 'aco', '3co', 'kca')",0,SB,-,"('qpi', 'tco')",qto,{},,,{1: 'thight'},{1: 'normal'}
cash_game,2,"{0: 100, 1: 75}","{0: ('qtr', '6pi'), 1: ('8pi', '7co')}","('3ca', 'qpi', 'kca', 'aca', 'tpi')",1,BB,-,"('8pi', '7co')",87o,{0: 'raise - PO-0.3'},,,{0: 'thight'},{0: 'normal'}
cash_game,2,"{0: 75, 1: 150}","{0: ('4tr', '8ca'), 1: ('aca', 'kco')}","('5co', '8pi', '8co', '9co', 'qca')",1,BB,-,"('aca', 'kco')",ako,{0: 'raise - BB-10'},,,{0: 'loose'},{0: 'normal'}
cash_game,2,"{0: 100, 1: 75}","{0: ('6co', 'aco'), 1: ('4pi', '8pi')}","('tpi', 'jca', 'api', 'qtr', '7tr')",1,BB,-,"('4pi', '8pi')",84s,{0: 'raise - PO-5'},,,{0: 'loose'},{0: 'agressive'}
cash_game,2,"{0: 100, 1: 50}","{0: ('6pi', 'qca'), 1: ('5pi', '2tr')}","('3co', '6tr', 'tco', 'ktr', '8pi')",1,BB,-,"('5pi', '2tr')",52o,{0: 'raise - PO-10'},,,{0: 'limper'},{0: 'passive'}
cash_game,4,"{0: 100, 1: 150, 2: 50, 3: 200}","{0: ('6tr', '7co'), 1: ('6co', '2co'), 2: ('9tr', 'qco'), 3: ('3ca', '2ca')}","('4co', 'qtr', '5tr', 'kpi', '9co')",3,button,late,"('3ca', '2ca')",32s,{2: 'raise - PO-10'},,,"{0: 'limper', 1: 'limper', 2: 'loose'}","{0: 'normal', 1: 'passive', 2: 'passive'}"
cash_game,3,"{0: 50, 1: 50, 2: 75}","{0: ('tco', '4tr'), 1: ('9pi', 'kpi'), 2: ('8co', '8ca')}","('3ca', 'qca', '7ca', 'aca', '8pi')",2,button,late,"('8co', '8ca')",88,{},,,"{0: 'normal', 1: 'thight'}","{0: 'normal', 1: 'passive'}"
cash_game,4,"{0: 100, 1: 100, 2: 100, 3: 75}","{0: ('8ca', 'qco'), 1: ('tca', '4co'), 2: ('8tr', 'api'), 3: ('kca', '5ca')}","('3tr', '9co', '4tr', '9pi', '9ca')",1,BB,early,"('tca', '4co')",t4o,"{0: 'raise - PO-2', 2: 'fold - ', 3: 'call - '}",,,"{0: 'limper', 2: 'limper', 3: 'loose'}","{0: 'passive', 2: 'agressive', 3: 'agressive'}"
cash_game,2,"{0: 150, 1: 50}","{0: ('6co', 'jtr'), 1: ('5pi', '2ca')}","('4co', '8tr', '5ca', '2pi', '4tr')",0,SB,-,"('6co', 'jtr')",j6o,{},,,{1: 'thight'},{1: 'passive'}
cash_game,3,"{0: 75, 1: 150, 2: 75}","{0: ('7tr', 'tpi'), 1: ('6tr', '7ca'), 2: ('9ca', '2ca')}","('6ca', '3ca', 'jpi', 'kpi', 'qca')",0,SB,early,"('7tr', 'tpi')",t7o,{2: 'call - '},,,"{1: 'normal', 2: 'limper'}","{1: 'normal', 2: 'agressive'}"
cash_game,3,"{0: 150, 1: 100, 2: 100}","{0: ('8tr', 'jca'), 1: ('kca', '3tr'), 2: ('2co', '9ca')}","('4ca', '8pi', 'tca', '3co', '2ca')",0,SB,early,"('8tr', 'jca')",j8o,{2: 'raise - PO-2'},,,"{1: 'limper', 2: 'normal'}","{1: 'normal', 2: 'normal'}"
cash_game,3,"{0: 200, 1: 150, 2: 100}","{0: ('tpi', '5tr'), 1: ('tca', '8co'), 2: ('6co', '9co')}","('qco', 'jpi', '4ca', '2ca', 'jca')",0,SB,early,"('tpi', '5tr')",t5o,{2: 'raise - BB-4'},,,"{1: 'limper', 2: 'loose'}","{1: 'passive', 2: 'passive'}"
cash_game,4,"{0: 100, 1: 400, 2: 75, 3: 150}","{0: ('api', 'ktr'), 1: ('qpi', '2ca'), 2: ('4co', 'tco'), 3: ('4tr', '8ca')}","('8tr', '2tr', '5ca', 'ttr', '6co')",1,BB,early,"('qpi', '2ca')",q2o,"{0: 'call - ', 2: 'call - ', 3: 'fold - '}",,,"{0: 'limper', 2: 'loose', 3: 'loose'}","{0: 'normal', 2: 'normal', 3: 'normal'}"
cash_game,3,"{0: 150, 1: 200, 2: 75}","{0: ('4pi', 'kca'), 1: ('6pi', '7co'), 2: ('2ca', 'aca')}","('7pi', '8ca', '3pi', '5tr', '8pi')",1,BB,middle,"('6pi', '7co')",76o,"{0: 'fold - ', 2: 'call - '}",,,"{0: 'normal', 2: 'normal'}","{0: 'passive', 2: 'passive'}"
cash_game,2,"{0: 200, 1: 150}","{0: ('5ca', '5co'), 1: ('4pi', 'qco')}","('3co', '5tr', 'tpi', 'qpi', '8tr')",0,SB,-,"('5ca', '5co')",55,{},,,{1: 'normal'},{1: 'agressive'}
cash_game,2,"{0: 75, 1: 100}","{0: ('kca', '8pi'), 1: ('9co', 'qtr')}","('2ca', 'qco', '2co', '9pi', '3co')",0,SB,-,"('kca', '8pi')",k8o,{},,,{1: 'thight'},{1: 'normal'}
cash_game,2,"{0: 50, 1: 75}","{0: ('9pi', '6co'), 1: ('5co', 'qca')}","('2co', '5pi', '8co', '8ca', 'aca')",1,BB,-,"('5co', 'qca')",q5o,{0: 'raise - PO-10'},,,{0: 'normal'},{0: 'passive'}
cash_game,3,"{0: 50, 1: 400, 2: 200}","{0: ('qca', '7tr'), 1: ('8tr', 'qtr'), 2: ('3pi', 'api')}","('ktr', 'kca', 'aco', '5tr', '7co')",0,SB,early,"('qca', '7tr')",q7o,{2: 'raise - BB-2'},,,"{1: 'limper', 2: 'limper'}","{1: 'agressive', 2: 'normal'}"
cash_game,4,"{0: 150, 1: 100, 2: 50, 3: 100}","{0: ('5co', 'ttr'), 1: ('kca', 'aco'), 2: ('jpi', '8co'), 3: ('api', '7pi')}","('9ca', 'qtr', 'kco', '8ca', '5pi')",1,BB,early,"('kca', 'aco')",ako,"{0: 'call - ', 2: 'raise - BB-2', 3: 'raise - PO-5'}",,,"{0: 'limper', 2: 'limper', 3: 'thight'}","{0: 'agressive', 2: 'normal', 3: 'passive'}"
cash_game,3,"{0: 20, 1: 200, 2: 150}","{0: ('9ca', '5ca'), 1: ('kpi', '2pi'), 2: ('aca', '4tr')}","('ktr', 'qpi', '7pi', 'jpi', 'atr')",0,SB,early,"('9ca', '5ca')",95s,{2: 'raise - PO-10'},,,"{1: 'normal', 2: 'normal'}","{1: 'agressive', 2: 'normal'}"
cash_game,4,"{0: 50, 1: 75, 2: 50, 3: 50}","{0: ('kca', 'qtr'), 1: ('jtr', 'api'), 2: ('2co', 'jca'), 3: ('8co', 'jco')}","('qpi', '7ca', '3tr', 'tpi', '9co')",2,mp,middle,"('2co', 'jca')",j2o,{},,,"{0: 'thight', 1: 'normal', 3: 'thight'}","{0: 'agressive', 1: 'normal', 3: 'normal'}"
cash_game,4,"{0: 150, 1: 150, 2: 50, 3: 100}","{0: ('atr', 'qtr'), 1: ('9tr', 'kpi'), 2: ('5ca', 'jtr'), 3: ('6tr', '6ca')}","('kca', 'qpi', 'api', '8co', '3tr')",3,button,late,"('6tr', '6ca')",66,{2: 'raise - PO-0.3'},,,"{0: 'normal', 1: 'thight', 2: 'loose'}","{0: 'normal', 1: 'agressive', 2: 'passive'}"
cash_game,4,"{0: 100, 1: 100, 2: 50, 3: 100}","{0: ('api', 'qca'), 1: ('8ca', '3tr'), 2: ('ttr', 'atr'), 3: ('4pi', 'kpi')}","('5tr', 'tpi', 'ktr', '3ca', '7co')",2,mp,middle,"('ttr', 'atr')",ats,{},,,"{0: 'thight', 1: 'thight', 3: 'normal'}","{0: 'normal', 1: 'passive', 3: 'normal'}"
cash_game,3,"{0: 150, 1: 50, 2: 100}","{0: ('5tr', '8co'), 1: ('7tr', '8pi'), 2: ('ttr', '8ca')}","('kpi', '3pi', '4co', 'kca', 'jca')",1,BB,middle,"('7tr', '8pi')",87o,"{0: 'raise - PO-1', 2: 'fold - '}",,,"{0: 'normal', 2: 'limper'}","{0: 'normal', 2: 'passive'}"
cash_game,2,"{0: 100, 1: 75}","{0: ('kca', '7tr'), 1: ('5co', '5ca')}","('7pi', '4co', 'kpi', 'aca', 'qpi')",1,BB,-,"('5co', '5ca')",55,{0: 'raise - PO-2'},,,{0: 'thight'},{0: 'passive'}
cash_game,3,"{0: 150, 1: 150, 2: 400}","{0: ('atr', '3ca'), 1: ('5ca', 'kpi'), 2: ('8pi', 'qco')}","('jca', '9tr', 'tco', '7ca', 'aco')",0,SB,early,"('atr', '3ca')",a3o,{2: 'call - '},,,"{1: 'thight', 2: 'loose'}","{1: 'passive', 2: 'normal'}"
cash_game,4,"{0: 150, 1: 400, 2: 200, 3: 200}","{0: ('9ca', '6co'), 1: ('2pi', '3pi'), 2: ('qpi', '9tr'), 3: ('6ca', '9pi')}","('3co', '7ca', 'qco', '8co', 'ktr')",3,button,late,"('6ca', '9pi')",96o,{2: 'raise - PO-1'},,,"{0: 'normal', 1: 'normal', 2: 'thight'}","{0: 'normal', 1: 'agressive', 2: 'normal'}"
cash_game,3,"{0: 200, 1: 100, 2: 200}","{0: ('tpi', '9tr'), 1: ('3co', '7ca'), 2: ('kpi', '7pi')}","('aca', 'kco', 'jtr', '4ca', '8co')",1,BB,middle,"('3co', '7ca')",73o,"{0: 'call - ', 2: 'call - '}",,,"{0: 'normal', 2: 'normal'}","{0: 'agressive', 2: 'normal'}"
cash_game,3,"{0: 50, 1: 100, 2: 150}","{0: ('api', '5tr'), 1: ('kpi', '2co'), 2: ('jpi', '9co')}","('2pi', 'jco', 'jtr', '6ca', '5co')",1,BB,middle,"('kpi', '2co')",k2o,"{0: 'fold - ', 2: 'raise - PO-0.5'}",,,"{0: 'thight', 2: 'loose'}","{0: 'agressive', 2: 'normal'}"
cash_game,2,"{0: 50, 1: 100}","{0: ('6co', '8co'), 1: ('5pi', 'tco')}","('7tr', '5co', 'jco', 'qca', 'tpi')",0,SB,-,"('6co', '8co')",86s,{},,,{1: 'limper'},{1: 'agressive'}
cash_game,3,"{0: 50, 1: 100, 2: 75}","{0: ('8pi', 'api'), 1: ('7pi', '6ca'), 2: ('4tr', '7tr')}","('7co', 'ttr', 'qpi', 'qca', '3pi')",0,SB,early,"('8pi', 'api')",a8s,{2: 'raise - BB-5'},,,"{1: 'normal', 2: 'thight'}","{1: 'passive', 2: 'agressive'}"
cash_game,2,"{0: 20, 1: 150}","{0: ('kca', '2tr'), 1: ('api', 'kco')}","('5co', 'kpi', '3co', 'jtr', 'ktr')",1,BB,-,"('api', 'kco')",ako,{0: 'raise - PO-10'},,,{0: 'normal'},{0: 'agressive'}
cash_game,4,"{0: 100, 1: 100, 2: 50, 3: 400}","{0: ('jtr', '9pi'), 1: ('2ca', 'ktr'), 2: ('4pi', '7co'), 3: ('5tr', '9ca')}","('3tr', '3ca', '6tr', '7ca', 'aca')",2,mp,middle,"('4pi', '7co')",74o,{},,,"{0: 'thight', 1: 'thight', 3: 'limper'}","{0: 'passive', 1: 'passive', 3: 'passive'}"
cash_game,3,"{0: 150, 1: 100, 2: 200}","{0: ('qpi', '9pi'), 1: ('8ca', '5pi'), 2: ('8tr', '4co')}","('atr', '2tr', '3co', 'qtr', 'qco')",1,BB,middle,"('8ca', '5pi')",85o,"{0: 'call - ', 2: 'fold - '}",,,"{0: 'thight', 2: 'thight'}","{0: 'normal', 2: 'passive'}"
cash_game,3,"{0: 100, 1: 20, 2: 50}","{0: ('3co', '7co'), 1: ('tpi', '8pi'), 2: ('kpi', 'kco')}","('qca', '3tr', '5pi', '5tr', '4tr')",2,button,late,"('kpi', 'kco')",kk,{},,,"{0: 'thight', 1: 'loose'}","{0: 'passive', 1: 'normal'}"
cash_game,4,"{0: 150, 1: 100, 2: 50, 3: 150}","{0: ('6ca', 'qtr'), 1: ('kpi', 'ttr'), 2: ('tco', 'qco'), 3: ('2pi', 'kco')}","('jco', 'ktr', '5ca', '4pi', 'jtr')",3,button,late,"('2pi', 'kco')",k2o,{2: 'raise - BB-10'},,,"{0: 'loose', 1: 'limper', 2: 'normal'}","{0: 'agressive', 1: 'passive', 2: 'passive'}"
cash_game,2,"{0: 50, 1: 150}","{0: ('tca', '2pi'), 1: ('6ca', '9tr')}","('qca', 'aco', '3pi', '5pi', 'tco')",0,SB,-,"('tca', '2pi')",t2o,{},,,{1: 'loose'},{1: 'passive'}
cash_game,3,"{0: 150, 1: 200, 2: 50}","{0: ('6co', '8ca'), 1: ('5pi', '7tr'), 2: ('2tr', 'tco')}","('kco', 'ttr', '3pi', 'jca', '8tr')",2,button,late,"('2tr', 'tco')",t2o,{},,,"{0: 'thight', 1: 'limper'}","{0: 'agressive', 1: 'normal'}"
cash_game,2,"{0: 150, 1: 400}","{0: ('3pi', 'jco'), 1: ('4tr', '8ca')}","('9pi', '8tr', '6ca', '5tr', '4ca')",0,SB,-,"('3pi', 'jco')",j3o,{},,,{1: 'thight'},{1: 'agressive'}
cash_game,4,"{0: 200, 1: 75, 2: 75, 3: 200}","{0: ('jtr', 'aco'), 1: ('qco', '4pi'), 2: ('2ca', '3co'), 3: ('aca', '9co')}","('3tr', 'ttr', 'tpi', '6ca', 'jco')",0,SB,blind,"('jtr', 'aco')",ajo,"{2: 'fold - ', 3: 'raise - BB-1'}",,,"{1: 'thight', 2: 'limper', 3: 'normal'}","{1: 'passive', 2: 'normal', 3: 'agressive'}"
cash_game,2,"{0: 150, 1: 75}","{0: ('qtr', '6pi'), 1: ('7tr', 'jco')}","('5co', '2ca', '5ca', 'kco', '7co')",0,SB,-,"('qtr', '6pi')",q6o,{},,,{1: 'limper'},{1: 'agressive'}
cash_game,4,"{0: 50, 1: 75, 2: 50, 3: 50}","{0: ('4ca', 'aco'), 1: ('5co', '3pi'), 2: ('jtr', '9co'), 3: ('2tr', 'jpi')}","('2ca', '9tr', 'tca', 'ktr', '7ca')",0,SB,blind,"('4ca', 'aco')",a4o,"{2: 'raise - PO-10', 3: 'fold - '}",,,"{1: 'normal', 2: 'loose', 3: 'normal'}","{1: 'passive', 2: 'agressive', 3: 'passive'}"
cash_game,2,"{0: 50, 1: 75}","{0: ('3ca', 'tpi'), 1: ('3co', 'tco')}","('8ca', '2co', 'jco', '9ca', '4pi')",1,BB,-,"('3co', 'tco')",t3s,{0: 'raise - PO-0.3'},,,{0: 'normal'},{0: 'normal'}
cash_game,4,"{0: 100, 1: 50, 2: 150, 3: 200}","{0: ('tco', '5co'), 1: ('7pi', 'jco'), 2: ('6tr', '7tr'), 3: ('4pi', '9co')}","('3ca', 'qtr', 'tpi', 'aca', 'kca')",1,BB,early,"('7pi', 'jco')",j7o,"{0: 'raise - PO-10', 2: 'raise - PO-0.3', 3: 'call - '}",,,"{0: 'loose', 2: 'normal', 3: 'thight'}","{0: 'agressive', 2: 'normal', 3: 'agressive'}"
cash_game,2,"{0: 200, 1: 100}","{0: ('qca', '5ca'), 1: ('4tr', '8tr')}","('2co', 'qtr', 'atr', 'qpi', '7pi')",0,SB,-,"('qca', '5ca')",q5s,{},,,{1: 'thight'},{1: 'agressive'}
